user_name,leaning
sethbringman,DEMOCRAT
llerer,DEMOCRAT
DuncanHosie,DEMOCRAT
stephgosk,DEMOCRAT
AndrewBartlett,REPUBLICAN
Masin4Rep,DEMOCRAT
FiascoLinguini,DEMOCRAT
Jerry4Senate,REPUBLICAN
RepFrankBurns,DEMOCRAT
JackSeiler,DEMOCRAT
PaulQueary,DEMOCRAT
PerezHilton,DEMOCRAT
PeakDems,DEMOCRAT
FrankBigelowCA,REPUBLICAN
mrsantagold,REPUBLICAN
normcoleman,REPUBLICAN
bgazettestate,DEMOCRAT
madpoet,REPUBLICAN
bmaggiemay,DEMOCRAT
housebrokentoo,REPUBLICAN
BarbaraLeeSays,DEMOCRAT
Rep_Hunter,REPUBLICAN
speakeasylive,DEMOCRAT
HFord2,DEMOCRAT
ClarenceLamMD,DEMOCRAT
lisadiac,DEMOCRAT
dhalvorsonbush,DEMOCRAT
GoSuckAFat1,DEMOCRAT
AmericansElect,REPUBLICAN
RamonasVoices,DEMOCRAT
CoreyCW,DEMOCRAT
USRepGaryPalmer,REPUBLICAN
AmandainOK,REPUBLICAN
GovernorCorbett,REPUBLICAN
SenatorMoorlach,REPUBLICAN
OFA_MD,DEMOCRAT
dulcimerjames,REPUBLICAN
bradwenstrup,REPUBLICAN
cberrl,DEMOCRAT
CrosbyKisler,REPUBLICAN
senatorscarnati,REPUBLICAN
IanMCalvert,REPUBLICAN
DennisPCrawford,DEMOCRAT
MountaineerFan4,REPUBLICAN
chucklarson1,REPUBLICAN
DardenRice,DEMOCRAT
MaureenESalazar,DEMOCRAT
AustinScottGA08,REPUBLICAN
hlirvine,DEMOCRAT
TheFullerCenter,DEMOCRAT
491_678,REPUBLICAN
USCCFeducation,REPUBLICAN
CalHealthline,DEMOCRAT
ericgobucks,DEMOCRAT
Croisan,REPUBLICAN
imx007,REPUBLICAN
sparkygreg,REPUBLICAN
ClayWelsh,REPUBLICAN
BarryNMooch,REPUBLICAN
therightwingnew,REPUBLICAN
JillJillthePill,REPUBLICAN
SierraMagyar,DEMOCRAT
thedrewlamm,REPUBLICAN
giligetz,DEMOCRAT
ObamaCareWatch,REPUBLICAN
ahuntre,DEMOCRAT
RobertMackey,DEMOCRAT
KarenMonsour12,REPUBLICAN
Jenism101,REPUBLICAN
DadeDelegation,REPUBLICAN
GatsasForMayor,REPUBLICAN
CBlackTX,REPUBLICAN
TNJed3,REPUBLICAN
RevCLBryant,REPUBLICAN
BarrieNJ,REPUBLICAN
MattJacobsonME,REPUBLICAN
190won,DEMOCRAT
gillianbdoll,DEMOCRAT
HonCraigJohnson,DEMOCRAT
bstein80,REPUBLICAN
pberkAVL,DEMOCRAT
iabiker,DEMOCRAT
michaelheiniger,REPUBLICAN
DaveyHo69,REPUBLICAN
TulsaDemocrats,DEMOCRAT
Cbroadh2o,REPUBLICAN
Dadulous,REPUBLICAN
johnston_kelly,REPUBLICAN
HumaAbedin,DEMOCRAT
RichardLloydUSA,REPUBLICAN
p_majority,DEMOCRAT
JosefK44,DEMOCRAT
wispolitics,DEMOCRAT
mgaspard71,DEMOCRAT
DanKotman,REPUBLICAN
GregVitali,DEMOCRAT
DJTmetz,REPUBLICAN
r201top,DEMOCRAT
rfentress1,DEMOCRAT
2ndVote,REPUBLICAN
lovesanimals,DEMOCRAT
Cmort5150,DEMOCRAT
AndruewJamess,DEMOCRAT
sgrubbs,REPUBLICAN
SouthernKeeks,REPUBLICAN
PNHP,DEMOCRAT
mikefromalive,REPUBLICAN
les_d_eaves,REPUBLICAN
Cargas7,DEMOCRAT
mrjorgemtz,DEMOCRAT
Cowboy__Country,REPUBLICAN
largebill68,REPUBLICAN
InnocentTill,DEMOCRAT
conniejeanriggs,REPUBLICAN
MariaEDurazo,DEMOCRAT
scyrene,DEMOCRAT
mattmiszewski,DEMOCRAT
CamSullivan,DEMOCRAT
FSURepublicans,REPUBLICAN
diamondave13,DEMOCRAT
Boris_Badenoff,REPUBLICAN
reactionariez,DEMOCRAT
luxtempo,DEMOCRAT
HeavenIyVerses,REPUBLICAN
BelieveAgainGOP,REPUBLICAN
ladeyday,REPUBLICAN
starlingtime,REPUBLICAN
HEROESOFUSA,REPUBLICAN
OilfieldTrashet,DEMOCRAT
SeyramSelase,DEMOCRAT
moonbatpatrol,REPUBLICAN
heysailor53,DEMOCRAT
Noelle_Phillips,REPUBLICAN
Marble300,REPUBLICAN
dandonovan_ny,REPUBLICAN
frontalboundary,REPUBLICAN
designgeorge24,DEMOCRAT
AndrewHevesi,DEMOCRAT
myrtlebernice,DEMOCRAT
AsmSantabarbara,DEMOCRAT
Cyprus4Holidays,REPUBLICAN
jjarichardson,DEMOCRAT
BrianTurnerNC,DEMOCRAT
tensing334455,REPUBLICAN
TraceAbsence,DEMOCRAT
20committee,DEMOCRAT
bobbysands81,REPUBLICAN
hammond4nevada,REPUBLICAN
Obamapocalypse,REPUBLICAN
theshoebart,REPUBLICAN
CCrabtree,REPUBLICAN
rick17403,REPUBLICAN
INDems,DEMOCRAT
navyCA139,DEMOCRAT
pauls_view,DEMOCRAT
RepJeffDuncan,REPUBLICAN
jensspahn,DEMOCRAT
SirGoldenrod,DEMOCRAT
crewislife,DEMOCRAT
NC_Char,DEMOCRAT
Law1786,REPUBLICAN
Jodjac33,DEMOCRAT
ScottWalker,REPUBLICAN
CharlieAndMe,DEMOCRAT
qyxotqx,DEMOCRAT
MarkRWeaver,REPUBLICAN
G_Dahlkemper,DEMOCRAT
EricLuedtke,DEMOCRAT
rdguerard1,DEMOCRAT
CobaltBlue2009,REPUBLICAN
stevenlwalker,DEMOCRAT
QuentinOcama,DEMOCRAT
kwaizume81,REPUBLICAN
lheal,REPUBLICAN
DemocratGuide,DEMOCRAT
Sauje,REPUBLICAN
JStgoalie,REPUBLICAN
missypinkerton,DEMOCRAT
PeterFeaman,REPUBLICAN
LucianneLinks,REPUBLICAN
JudyReardon,DEMOCRAT
Kragar_LGF,DEMOCRAT
CommieZombies,REPUBLICAN
TheLeftCall,DEMOCRAT
terridonovan12,DEMOCRAT
tcani,DEMOCRAT
Radiocop,REPUBLICAN
asmkirner,REPUBLICAN
MelcherCharlene,DEMOCRAT
CitizenAngry,REPUBLICAN
JermaineReed,DEMOCRAT
EdFeulner,REPUBLICAN
huff_frank,REPUBLICAN
grg87,REPUBLICAN
Teribssn,REPUBLICAN
AdamFeldmanABQ,REPUBLICAN
annlininger,DEMOCRAT
Noonien_Soong,REPUBLICAN
DavidLujan,DEMOCRAT
wayneseybold,REPUBLICAN
HouseBudgetDems,DEMOCRAT
ChrisWalters_WV,REPUBLICAN
repbenraylujan,DEMOCRAT
kellywestlundWI,DEMOCRAT
MadameNoireBiz,DEMOCRAT
tlombardo21,REPUBLICAN
JosephAGallant,REPUBLICAN
JoeAzarAZ,REPUBLICAN
tahDeetz,REPUBLICAN
ZANVDEM,DEMOCRAT
INAFLCIO,DEMOCRAT
JadaBrookins,DEMOCRAT
TXHD10,REPUBLICAN
PaSDCC,DEMOCRAT
BradHoward06,DEMOCRAT
RobertHurt,REPUBLICAN
Chakeenah,REPUBLICAN
ARTweestic,REPUBLICAN
ShallNotOrg,DEMOCRAT
lgbillbolling,REPUBLICAN
frankybean,REPUBLICAN
DineshDSouza,REPUBLICAN
capecodgurl,DEMOCRAT
timhur7,DEMOCRAT
RepAlGreen,DEMOCRAT
JJMORGAN9122,REPUBLICAN
richcrandall,REPUBLICAN
DiannaStevens12,DEMOCRAT
outerspacemanII,DEMOCRAT
griffinrc,REPUBLICAN
mariebuteau35,DEMOCRAT
KobyPinSC,REPUBLICAN
OnTheMark2012,REPUBLICAN
USRepresent,REPUBLICAN
WonkyNewsNerd,DEMOCRAT
Marcia19544,DEMOCRAT
Colo01Liberal,DEMOCRAT
ComedyCentral,DEMOCRAT
RepNealGoodman,DEMOCRAT
larsenrick,DEMOCRAT
jjabbott,DEMOCRAT
justtneeraj,DEMOCRAT
timsandersmn,REPUBLICAN
carlsails,REPUBLICAN
CMarPA,DEMOCRAT
Socrates921,REPUBLICAN
DaughertyMJ,DEMOCRAT
RepDaveJoyce,REPUBLICAN
texbarb,DEMOCRAT
UnionMatt,DEMOCRAT
Blue__America,DEMOCRAT
rebelsmom46,DEMOCRAT
sohillsrw,REPUBLICAN
sarabialb,DEMOCRAT
RepRonKind,DEMOCRAT
SinCensuraVzla,DEMOCRAT
TexasLeftist,DEMOCRAT
oregondemocrat,DEMOCRAT
Arthur59611540,DEMOCRAT
mariclaire81,REPUBLICAN
park_uneum,DEMOCRAT
lotecommunity,REPUBLICAN
barefootpatriot,REPUBLICAN
raider_truth,REPUBLICAN
Gabe4ny,DEMOCRAT
AmericanWhoaMan,DEMOCRAT
jsaLowdown,DEMOCRAT
auntoona,DEMOCRAT
lauriejinkins2,DEMOCRAT
TeamKorn_DP,DEMOCRAT
DTCahill,REPUBLICAN
liveanthony,DEMOCRAT
WomenWorldNews1,DEMOCRAT
fpc,DEMOCRAT
genebsperling,DEMOCRAT
thelongversion,REPUBLICAN
PascoDems,DEMOCRAT
BlueUrchinFish,DEMOCRAT
sarah_steelman,REPUBLICAN
MyOnlyHeart2,REPUBLICAN
ilyseh,DEMOCRAT
johnfrey,REPUBLICAN
Mc_Addison,REPUBLICAN
carloberg,REPUBLICAN
thomgough,REPUBLICAN
BSfromPS,DEMOCRAT
42Lives,DEMOCRAT
Liberalyogi,DEMOCRAT
ReaganTMan,REPUBLICAN
USRepMikeDoyle,DEMOCRAT
jcoatar,DEMOCRAT
AllenWrench077,DEMOCRAT
AramKurdii,DEMOCRAT
hinklej,REPUBLICAN
sherosays,DEMOCRAT
TheKonfident1,DEMOCRAT
chellegaylor24,REPUBLICAN
Nopoints4second,REPUBLICAN
GasBuddyGuy,REPUBLICAN
trustvp,REPUBLICAN
voteunion,DEMOCRAT
annieology,REPUBLICAN
NYCLynette,DEMOCRAT
hammpo,DEMOCRAT
HHFoundation,DEMOCRAT
KYJoeBowen,REPUBLICAN
RepGaryAckerman,DEMOCRAT
music2myear,REPUBLICAN
RepPeteAguilar,DEMOCRAT
LrtSchumacher,DEMOCRAT
survivalstation,REPUBLICAN
chuckatnpr,DEMOCRAT
leadinghumanity,REPUBLICAN
TrawlingTroll,REPUBLICAN
m_mcaulay,REPUBLICAN
RGreggKeller,REPUBLICAN
bostonrandy,REPUBLICAN
imrayrod,REPUBLICAN
i_magpie,DEMOCRAT
SueDTweets,REPUBLICAN
CDMitchell,DEMOCRAT
fritchee,DEMOCRAT
HUMPTYSCRUMPTY,REPUBLICAN
TomJoadsGhost,DEMOCRAT
mpbaldauf,REPUBLICAN
MichaelEDyson,DEMOCRAT
paconner,REPUBLICAN
RepJohnOtto,REPUBLICAN
Mad4OBX,REPUBLICAN
dpb225,REPUBLICAN
laurel720,REPUBLICAN
FFCR,REPUBLICAN
litminr,DEMOCRAT
Discoveringme40,REPUBLICAN
NewsBreaker,DEMOCRAT
AugustLady241,DEMOCRAT
arping,REPUBLICAN
JBurt73,REPUBLICAN
birminghamdoc,DEMOCRAT
_ProfAnand,DEMOCRAT
MOTreasurer,DEMOCRAT
DavidJones2898,DEMOCRAT
wino75,DEMOCRAT
CALACTX,REPUBLICAN
taycain,REPUBLICAN
Valerie0714,REPUBLICAN
patcaldwell,DEMOCRAT
Cl80womack,REPUBLICAN
AFCYRs,REPUBLICAN
bloggingky,DEMOCRAT
WolfForPA,DEMOCRAT
funnystuff88,DEMOCRAT
Derricktodd,REPUBLICAN
RWrasse,REPUBLICAN
SenBillFerg,DEMOCRAT
DinaFraioli,REPUBLICAN
no2l,DEMOCRAT
WhenWasThe,REPUBLICAN
lfletch,DEMOCRAT
UKXTRUTH,REPUBLICAN
mattmdiaz,DEMOCRAT
Bordash,DEMOCRAT
jpyoung27,REPUBLICAN
ydok,DEMOCRAT
billmaher,DEMOCRAT
Shella_Bella,REPUBLICAN
daav9,DEMOCRAT
Eclectablog,DEMOCRAT
rightdemocrat,DEMOCRAT
Wilbs999,REPUBLICAN
Kimberly124,DEMOCRAT
jobsker43,REPUBLICAN
GeorgiaO4P,REPUBLICAN
brianerbland,DEMOCRAT
Chaptall,DEMOCRAT
Whitettoki,DEMOCRAT
gwbehn,REPUBLICAN
supernaturepics,REPUBLICAN
lanceburri,REPUBLICAN
BY1959,DEMOCRAT
marymauldin,REPUBLICAN
RepCorrineBrown,DEMOCRAT
MoElleithee,DEMOCRAT
kradon86,REPUBLICAN
wilsoa2000,REPUBLICAN
RegisterForWork,REPUBLICAN
HectorBalderas,DEMOCRAT
truahrabbis,DEMOCRAT
lmontanad,REPUBLICAN
waltsimsjr,DEMOCRAT
RepublicanCat,REPUBLICAN
HaydenStone,REPUBLICAN
PKWalk,REPUBLICAN
CadanapTomos,DEMOCRAT
DWard,DEMOCRAT
drjkapp,DEMOCRAT
nanaguerrax7,DEMOCRAT
sic_sonja,DEMOCRAT
reecyru,DEMOCRAT
bill_brough,REPUBLICAN
FeelMusicLuv,DEMOCRAT
TheXclass,DEMOCRAT
Mark4AZ,REPUBLICAN
blondenfun1,REPUBLICAN
KJinDC,DEMOCRAT
newmediaclay,REPUBLICAN
HouseJudiciary,REPUBLICAN
SenatorJohnPolk,REPUBLICAN
NelsyUmanzor,DEMOCRAT
sctrojans_10,REPUBLICAN
MaryLandrieu,DEMOCRAT
StarStuff42,DEMOCRAT
iLaBiblia,REPUBLICAN
SaraLang,DEMOCRAT
KathleenHicks,DEMOCRAT
scyeatts,DEMOCRAT
cjv123,REPUBLICAN
UnNuevoDia,DEMOCRAT
BrianDahleCA,REPUBLICAN
markdmoores,REPUBLICAN
keithperry21,REPUBLICAN
Frank_McGuire,REPUBLICAN
AndreiCherny,DEMOCRAT
patriciatweeter,REPUBLICAN
antonio_hickman,DEMOCRAT
christocrats,REPUBLICAN
Oscarbob,DEMOCRAT
payoungdems,DEMOCRAT
KRPA12,REPUBLICAN
BenSLowe,DEMOCRAT
maharba77,DEMOCRAT
EscapeVelo,REPUBLICAN
bhundsdorfer,DEMOCRAT
JohnVassNascar,REPUBLICAN
beadbear,DEMOCRAT
575haiku,DEMOCRAT
gopscott,REPUBLICAN
koseterzi,REPUBLICAN
uncknowledge,REPUBLICAN
milo9,DEMOCRAT
RepBradJones,REPUBLICAN
redmanblackdog,REPUBLICAN
VCBestor,DEMOCRAT
Forums4Justice,REPUBLICAN
COMPTONSDOUBLEP,REPUBLICAN
ND_Dems,DEMOCRAT
insiderwisdom25,DEMOCRAT
DanClaitor,REPUBLICAN
ZookZangsten,DEMOCRAT
magicmonty25,REPUBLICAN
peterfhart,DEMOCRAT
KevinRoden,DEMOCRAT
liligil,DEMOCRAT
hillsdems,DEMOCRAT
BigDfromMn,REPUBLICAN
SteveScalise,REPUBLICAN
JasonShackelfo2,REPUBLICAN
RepubLove,REPUBLICAN
Fjordman1,REPUBLICAN
1972patriot,REPUBLICAN
ALEXANJK,REPUBLICAN
EveryFemale_,REPUBLICAN
RepRobertHurt,REPUBLICAN
theMRC,REPUBLICAN
lexcemmd,REPUBLICAN
HalHeiner,REPUBLICAN
omalleyforia,DEMOCRAT
GrrrGraphics,REPUBLICAN
meralhece,DEMOCRAT
InsanityIsFree,REPUBLICAN
ThucydidesTried,REPUBLICAN
Main_Pakistani,DEMOCRAT
derry300,REPUBLICAN
PittYoungDems,DEMOCRAT
tperran,DEMOCRAT
DBloom451,REPUBLICAN
Plindstrom,DEMOCRAT
RIDemParty,DEMOCRAT
RepMoolenaar,REPUBLICAN
DanielUrBrother,DEMOCRAT
JanetRowland,REPUBLICAN
SundevilSal,REPUBLICAN
GraemeHurst,DEMOCRAT
LeyWimber,DEMOCRAT
Lambjrstephen,REPUBLICAN
my2bucks,DEMOCRAT
aarongoulette,REPUBLICAN
18cingirl,REPUBLICAN
dmmckinney,REPUBLICAN
beccasamon,DEMOCRAT
EdWGillespie,REPUBLICAN
mass_writer,DEMOCRAT
HJSV,DEMOCRAT
JubileeProject,DEMOCRAT
MayorOfMKE,DEMOCRAT
Conservgal,DEMOCRAT
MuddleVanHeck,REPUBLICAN
pvenable,REPUBLICAN
lorellapraeli,DEMOCRAT
EPWBoxer,DEMOCRAT
KYStanLee,REPUBLICAN
Fuc_Republicanz,REPUBLICAN
BibleJournalMa,REPUBLICAN
DougTruax,REPUBLICAN
SD_Wheeler,REPUBLICAN
ChrisOfRights,REPUBLICAN
iprior1177,REPUBLICAN
RepSydneyCarlin,DEMOCRAT
CTSenateDems,DEMOCRAT
OurFuture,REPUBLICAN
mzagaja,DEMOCRAT
rapidcraft,REPUBLICAN
DougForTexas,REPUBLICAN
gntlman,REPUBLICAN
orangecodems,DEMOCRAT
pierretzl,DEMOCRAT
DaveForIowa,DEMOCRAT
PastorChetLowe,REPUBLICAN
The_RGA,REPUBLICAN
AmerLastStand,REPUBLICAN
Prue61,REPUBLICAN
adamwasere,REPUBLICAN
LCSonsofLiberty,REPUBLICAN
CaptainJDavis,REPUBLICAN
GalianaIII,REPUBLICAN
SMShow,DEMOCRAT
EdBrookover,REPUBLICAN
ClayForNC,DEMOCRAT
bryangiberson,REPUBLICAN
AlGraf2016,REPUBLICAN
markstrama,DEMOCRAT
0103lrl,DEMOCRAT
JihadiHunter1,REPUBLICAN
desertgardens,REPUBLICAN
Andersson4Rep,REPUBLICAN
RepJudyChu,DEMOCRAT
Suziflea,REPUBLICAN
SelfOwnership,REPUBLICAN
thatalexyarde,DEMOCRAT
Xanthippie,DEMOCRAT
consernation,REPUBLICAN
nothiefs,REPUBLICAN
FloriBrula,REPUBLICAN
nickieantonio,DEMOCRAT
freddoso,REPUBLICAN
ResCon1,REPUBLICAN
alackerlyons,DEMOCRAT
shawbear76,REPUBLICAN
RichAshooh,REPUBLICAN
HallettMatt,REPUBLICAN
RTHTGakaRoland,REPUBLICAN
RN4US,REPUBLICAN
chieti61,REPUBLICAN
Eemunchagote,DEMOCRAT
ikesmith,DEMOCRAT
DrMell_Coach,DEMOCRAT
lovecomesaround,REPUBLICAN
melissamdelaney,REPUBLICAN
LeighWells15,DEMOCRAT
kyledeb,DEMOCRAT
GuerrillaSmith,DEMOCRAT
MarylandMick,DEMOCRAT
aBeardedLiberal,DEMOCRAT
800TrollFree,DEMOCRAT
jsrroger,REPUBLICAN
NMSenateDems,DEMOCRAT
thomasbrake,DEMOCRAT
SenatorCarolLiu,DEMOCRAT
CassD,REPUBLICAN
JesseKellyDC,REPUBLICAN
pocarles,REPUBLICAN
dailyEEUU,DEMOCRAT
TheKeyisPrayer,REPUBLICAN
KurtBills,REPUBLICAN
moveforward53,DEMOCRAT
beautyhero1,DEMOCRAT
michaelgilberg,DEMOCRAT
TXRightToLife,REPUBLICAN
derekahunter,REPUBLICAN
Hucks11,DEMOCRAT
JanineTurner,REPUBLICAN
JerryMoran,REPUBLICAN
JeffBacker,REPUBLICAN
myfreedomfirst,REPUBLICAN
kayak247,DEMOCRAT
UNGRU,REPUBLICAN
chadcausey,DEMOCRAT
hotchibobo,REPUBLICAN
LaurieBluedorn,REPUBLICAN
CMDarleneMealy,DEMOCRAT
SenatorKitchen,DEMOCRAT
suzibasterd,REPUBLICAN
jamiewfuselier,REPUBLICAN
JohnBrownsGhost,DEMOCRAT
colby4humanity,DEMOCRAT
ImmigranNacion,DEMOCRAT
GMTcold,REPUBLICAN
SpeakerHowell,REPUBLICAN
MelissaRyan,DEMOCRAT
Lord_Gow,REPUBLICAN
MayorLandrieu,DEMOCRAT
tnpmr,DEMOCRAT
knifework,REPUBLICAN
CLINTHREED,REPUBLICAN
trentengland,REPUBLICAN
thatdamnanne,REPUBLICAN
Jsutt20,REPUBLICAN
ClayPell,DEMOCRAT
mdrossetto,REPUBLICAN
AjntB2Sli,REPUBLICAN
marvhagedorn,REPUBLICAN
sftomdunham,REPUBLICAN
35bullets,REPUBLICAN
Cindy_Sheehan,DEMOCRAT
Commish_Bell,DEMOCRAT
jsavite,DEMOCRAT
kimberleystone,DEMOCRAT
AthensGA_GOP,REPUBLICAN
CarolofWest,REPUBLICAN
paulklecka,REPUBLICAN
jamesobama,DEMOCRAT
dianedevore,REPUBLICAN
Hapuna22,DEMOCRAT
tacticomp,REPUBLICAN
Barton4Az,REPUBLICAN
SMLBound,REPUBLICAN
kathyyak,REPUBLICAN
DCdebbie,REPUBLICAN
MoniManager,REPUBLICAN
Roostaah2,DEMOCRAT
rameyko,DEMOCRAT
ldsconservative,REPUBLICAN
s_saqib_ali,DEMOCRAT
evan_welch,REPUBLICAN
toddatwater,REPUBLICAN
CHV_5381,REPUBLICAN
DemonNinjaLlama,REPUBLICAN
jen1306,DEMOCRAT
socialmolly,REPUBLICAN
LibertadUSA,REPUBLICAN
RDunkum,DEMOCRAT
RickQuinnSC,REPUBLICAN
JBerry47,REPUBLICAN
suekelso,DEMOCRAT
KyleMcCarthyism,DEMOCRAT
NKaeding,REPUBLICAN
joinwakeupworld,REPUBLICAN
liamkfisher,REPUBLICAN
dleichtman,DEMOCRAT
Cops4Labor,REPUBLICAN
NatalieforWV,DEMOCRAT
GalenCarey,REPUBLICAN
TheDailyEdge,DEMOCRAT
SuzanneTwoTon,DEMOCRAT
paphotog,REPUBLICAN
TFTPROJECT,DEMOCRAT
CaptivatingNews,DEMOCRAT
chiripero,REPUBLICAN
RepTomEmmer,REPUBLICAN
mills_abbot,REPUBLICAN
javaguysammckee,REPUBLICAN
USPatriotMike87,REPUBLICAN
NixIncumbents,REPUBLICAN
goldnsilvercoin,REPUBLICAN
akgop,REPUBLICAN
KatrinaNation,DEMOCRAT
WallyZimolong,DEMOCRAT
mtdreamaker,REPUBLICAN
how_grand,REPUBLICAN
sandro,DEMOCRAT
TweetRobJohnson,REPUBLICAN
securefreedom,REPUBLICAN
JulieRei,DEMOCRAT
MrBeagleman,REPUBLICAN
musicahebraica,REPUBLICAN
nahlaw,DEMOCRAT
GhostofMarcRich,REPUBLICAN
RepDanKildee,DEMOCRAT
Sara33094,DEMOCRAT
Tea_Party_USA,REPUBLICAN
MLutherQuotes,DEMOCRAT
jimmilton,REPUBLICAN
ACLUTx,DEMOCRAT
russell9991,REPUBLICAN
KayeKoonce,DEMOCRAT
Cottonsean,DEMOCRAT
ericserati68,DEMOCRAT
mjdudgeon,REPUBLICAN
ggreenwald,DEMOCRAT
LondonRealTV,REPUBLICAN
mshields007,REPUBLICAN
Wisdom2Lead,REPUBLICAN
MayorMikeSpano,DEMOCRAT
JBJenningsUSA,REPUBLICAN
Longtails53,REPUBLICAN
SusieMadrak,REPUBLICAN
Joe_Bag_ODonuts,DEMOCRAT
Craigthepatriot,REPUBLICAN
sudischuricht,REPUBLICAN
Chet_Cannon,REPUBLICAN
Beholden2None,REPUBLICAN
universe2519,DEMOCRAT
advodude,DEMOCRAT
peterwesleypt2,DEMOCRAT
sfedor,DEMOCRAT
deanbarker,DEMOCRAT
hammerjuan,REPUBLICAN
RepCloakroom,REPUBLICAN
markdharris,REPUBLICAN
Jahnmaud,REPUBLICAN
TorrJer,REPUBLICAN
cantata21,DEMOCRAT
geoff_calkins,DEMOCRAT
140flashfiction,REPUBLICAN
WordSmithGuy,REPUBLICAN
AmericanPride3,REPUBLICAN
starshollowgzt,DEMOCRAT
NCPSSM,DEMOCRAT
Wulalowe,DEMOCRAT
dongohuber,REPUBLICAN
johnandkenshow,DEMOCRAT
RepHooker,REPUBLICAN
officialOKGOP,REPUBLICAN
tbconrad,REPUBLICAN
RepFitzpatrick,REPUBLICAN
LarryWoolfolk,DEMOCRAT
Katzekraus,REPUBLICAN
skshtgr11,REPUBLICAN
joshweierbach,DEMOCRAT
hannahfc,DEMOCRAT
vera_galvez,DEMOCRAT
DiagonalDoug,DEMOCRAT
clintmurphy,REPUBLICAN
M_Upshaw15,REPUBLICAN
WASenDemocrats,DEMOCRAT
sallyquinndc,DEMOCRAT
jkuhnhenn,DEMOCRAT
umarjones,REPUBLICAN
SenJonKyl,REPUBLICAN
JasonAReese,REPUBLICAN
PatrioticAsFck,REPUBLICAN
MThom31,DEMOCRAT
copperpeony,REPUBLICAN
PamSNM,REPUBLICAN
rweingarten,DEMOCRAT
ValMWalton,DEMOCRAT
MichaelPHartley,REPUBLICAN
KurdCiwan,REPUBLICAN
patmcgill,DEMOCRAT
BridgerCO,REPUBLICAN
The_book_girl,DEMOCRAT
JamieHolly,DEMOCRAT
SthrnRepubLife,REPUBLICAN
onetoughnerd,REPUBLICAN
trevorcornwell,DEMOCRAT
GCGATOR24,DEMOCRAT
RafaelAnchia,DEMOCRAT
GastonDems,DEMOCRAT
SeptSurprise,DEMOCRAT
tinaflintsmith,DEMOCRAT
dougstafford,REPUBLICAN
Joelmentum,REPUBLICAN
badmoon46,DEMOCRAT
PhilRamos6AD,DEMOCRAT
bmorebill,DEMOCRAT
ThomasB00001,DEMOCRAT
imarkex,REPUBLICAN
GWRepublicans,REPUBLICAN
YouthGOPforUSA,REPUBLICAN
CarolineGlick,REPUBLICAN
Mar4L,REPUBLICAN
Je_Suis_JAFO,REPUBLICAN
countryrose763,DEMOCRAT
MaricopaDems,DEMOCRAT
Laurab4,DEMOCRAT
TalonsPoint,REPUBLICAN
MarkForAmerica,REPUBLICAN
MarkTreyger718,DEMOCRAT
MorticiaKnight,DEMOCRAT
zebra19er,REPUBLICAN
RowdySenator,REPUBLICAN
raeofsun18,DEMOCRAT
georginapoppa,DEMOCRAT
BenjaminDowning,DEMOCRAT
PatGarrett92,REPUBLICAN
twesleyma,REPUBLICAN
SantaFean,REPUBLICAN
taboo1099,DEMOCRAT
fatheromalley1,REPUBLICAN
AyannaPressley,DEMOCRAT
GeorgiaTRs,REPUBLICAN
SarahBurris,DEMOCRAT
RepSchakowsky,DEMOCRAT
notagentsmith,DEMOCRAT
leenie909,DEMOCRAT
raymondlutz,DEMOCRAT
jimsellers53,DEMOCRAT
McKennaMiller,DEMOCRAT
kathymarchione,REPUBLICAN
SVBuey,REPUBLICAN
asmitch,DEMOCRAT
Krissah30,DEMOCRAT
CollegeInsurrec,REPUBLICAN
HomemadeMonster,DEMOCRAT
bodyblissbyj,DEMOCRAT
DanRiehl,DEMOCRAT
SEIU1984,DEMOCRAT
WeOfThePeopleR1,REPUBLICAN
OneBluntMom,DEMOCRAT
TulsiGabbard,DEMOCRAT
DAVIDCOMFORT,DEMOCRAT
Dustin_StarDem,DEMOCRAT
MosbyforMayor,DEMOCRAT
TonyAvella,DEMOCRAT
1WhoStrays,DEMOCRAT
MayorPetty,DEMOCRAT
thesanesociety,DEMOCRAT
gunlovinmike,DEMOCRAT
laughingliberal,DEMOCRAT
John_Rouleau,REPUBLICAN
MattCip,REPUBLICAN
JustinSnyderFL,DEMOCRAT
SheldonKaufman,REPUBLICAN
santilligia,DEMOCRAT
MulliganStew63,DEMOCRAT
MaryPatriotNews,DEMOCRAT
PhilGiaQuinta,DEMOCRAT
geokem7,DEMOCRAT
rmf022,REPUBLICAN
YaelOss,REPUBLICAN
blucaller,DEMOCRAT
JoyOverbeck1,REPUBLICAN
StampStampede,REPUBLICAN
CerdaStella,REPUBLICAN
DavidBWalls,REPUBLICAN
MonicaBoyer2303,REPUBLICAN
warwicksabin,DEMOCRAT
leonardpierce,DEMOCRAT
Anevilweasel,DEMOCRAT
TPridemore,REPUBLICAN
RepPaulMark,DEMOCRAT
shantic,DEMOCRAT
Pu55yGalore,DEMOCRAT
MoberlyG,REPUBLICAN
chrishardyworld,REPUBLICAN
onlykdh,DEMOCRAT
ChrisTyson2015,DEMOCRAT
TexasFirestorm,REPUBLICAN
Ben_Kieckhefer,REPUBLICAN
GollaRobert,REPUBLICAN
yagbebi,DEMOCRAT
SpencerJCox,REPUBLICAN
Shadetree417,DEMOCRAT
JEK1776,REPUBLICAN
rkell,DEMOCRAT
trillium_mimi,DEMOCRAT
